feature_id	feature_family	feature_name	n_genes_defined	n_genes_present	genes_present	view	cohort
Reactome::Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	Reactome	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	18	17	CCNB1;CCND1;CDC25B;CDK2;CDKN1A;CDKN2A;CTNNB1;HDAC1;HINT1;LEF1;MET;MITF;PLK1;SIN3A;TCF7;TCF7L1;TCF7L2	BLD	discovery
Reactome::Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition	Reactome	Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition	12	11	CDH1;CDH2;GXYLT2;ITGA2;MITF;PXDN;PXN;SERPINE1;SOX2;STT3B;ZEB1	BLD	discovery
Reactome::Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy	Reactome	Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy	17	17	ASAH1;ATP6AP2;ATP6V0A1;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B2;ATP6V1C1;ATP6V1D;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;MITF	BLD	discovery
Reactome::Regulation of MITF-M-dependent genes involved in pigmentation	Reactome	Regulation of MITF-M-dependent genes involved in pigmentation	42	36	ACTB;ACTL6A;AKT2;ARID1A;ARID1B;BCL7A;BCL7B;BCL7C;CREB1;CTNNB1;DPF1;DPF2;DPF3;IRF4;LEF1;MAPK14;MITF;MLANA;MLPH;MYO5A;PMEL;RAB27A;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SOX10;SS18;SS18L1;SYTL2;USF1	BLD	discovery
Reactome::Regulation of NF-kappa B signaling	Reactome	Regulation of NF-kappa B signaling	18	18	CASP8;CHUK;IKBIP;IKBKB;IKBKG;LRRC14;N4BP1;NLRC5;NLRX1;RPS27A;TP53;TRAF2;TRAF6;UBA52;UBB;UBC;USP14;USP18	BLD	discovery
Reactome::Regulation of NPAS4 gene expression	Reactome	Regulation of NPAS4 gene expression	14	11	AGO1;AGO2;AGO3;AGO4;MOV10;NR3C1;REST;SRF;TNRC6A;TNRC6B;TNRC6C	BLD	discovery
Reactome::Regulation of NPAS4 mRNA translation	Reactome	Regulation of NPAS4 mRNA translation	10	8	AGO1;AGO2;AGO3;AGO4;MOV10;TNRC6A;TNRC6B;TNRC6C	BLD	discovery
Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	86	84	ADRM1;BTRC;CCND1;CD274;CDK4;COPS5;CSNK2A1;CSNK2A2;CSNK2B;CUL1;CUL3;DAD1;DDOST;DERL1;DERL2;DERL3;ERLEC1;ERLIN1;ERLIN2;GSK3B;JAK1;MAGT1;MIB2;NEK2;OS9;OST4;OSTC;PDCD1;PDCD1LG2;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;PRKAG2;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RBX1;RNF185;RNF5;RPN1;RPN2;RPS27A;SEL1L;SEM1;SKP1;SPOP;STT3A;STT3B;TMEM258;TUSC3;UBA52;UBB;UBC;VCP;YWHAG	BLD	discovery
Reactome::Regulation of PD-L1(CD274) expression	Reactome	Regulation of PD-L1(CD274) expression	178	145	ADRM1;AGO1;AGO2;AGO3;AGO4;ASH2L;ATF3;BRD4;BTRC;CCND1;CD274;CDK4;COPS5;CREBBP;CSNK2A1;CSNK2A2;CSNK2B;CTNNB1;CUL1;CUL3;DAD1;DDOST;DERL1;DERL2;DERL3;DPY30;EED;EP300;EPAS1;ERLEC1;ERLIN1;ERLIN2;EZH2;FOS;FOSB;GSK3B;H2AC20;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC12L;H2BC15;H2BC21;H2BC26;H2BC4;H2BC5;H2BC9;H3-3A;H3C15;HIF1A;IRF1;JAK1;JUN;JUND;KMT2A;KMT2C;LEF1;MAGT1;MIB2;MOV10;MYC;NEK2;NFE2L2;NFKB1;NFKB2;OS9;OST4;OSTC;PDCD1;PDCD1LG2;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;PRKAG2;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RBBP4;RBBP5;RBBP7;RBX1;RELA;RNF185;RNF5;RPN1;RPN2;RPS27A;SEL1L;SEM1;SKP1;SPOP;STAT1;STAT3;STT3A;STT3B;SUZ12;TCF7;TCF7L1;TCF7L2;TEAD2;TEAD3;TMEM258;TNRC6A;TNRC6B;TNRC6C;TUSC3;UBA52;UBB;UBC;VCP;WDR5;WWTR1;YWHAG	BLD	discovery
Reactome::Regulation of PD-L1(CD274) transcription	Reactome	Regulation of PD-L1(CD274) transcription	70	54	ASH2L;ATF3;BRD4;CD274;CREBBP;CTNNB1;DPY30;EED;EP300;EPAS1;EZH2;FOS;FOSB;H2AC20;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC12L;H2BC15;H2BC21;H2BC26;H2BC4;H2BC5;H2BC9;H3-3A;H3C15;HIF1A;IRF1;JUN;JUND;KMT2A;KMT2C;LEF1;MYC;NFE2L2;NFKB1;NFKB2;RBBP4;RBBP5;RBBP7;RELA;STAT1;STAT3;SUZ12;TCF7;TCF7L1;TCF7L2;TEAD2;TEAD3;WDR5;WWTR1	BLD	discovery
Reactome::Regulation of PD-L1(CD274) translation	Reactome	Regulation of PD-L1(CD274) translation	24	9	AGO1;AGO2;AGO3;AGO4;CD274;MOV10;TNRC6A;TNRC6B;TNRC6C	BLD	discovery
Reactome::Regulation of PLK1 Activity at G2/M Transition	Reactome	Regulation of PLK1 Activity at G2/M Transition	87	86	ACTR1A;AJUBA;AKAP9;ALMS1;AURKA;BORA;BTRC;CCNB1;CCNB2;CCP110;CDK1;CDK5RAP2;CEP131;CEP135;CEP152;CEP164;CEP192;CEP250;CEP290;CEP41;CEP43;CEP57;CEP63;CEP70;CEP72;CEP76;CEP78;CETN2;CKAP5;CLASP1;CNTRL;CSNK1D;CSNK1E;CUL1;DCTN1;DCTN2;DCTN3;DYNC1H1;DYNC1I2;DYNLL1;FBXW11;HAUS1;HAUS2;HAUS3;HAUS4;HAUS5;HAUS6;HAUS7;HAUS8;HSP90AA1;MAPRE1;NDE1;NEDD1;NEK2;NINL;ODF2;OFD1;OPTN;PAFAH1B1;PCM1;PCNT;PLK1;PLK4;PPP1CB;PPP1R12A;PPP1R12B;PPP2R1A;PRKACA;PRKAR2B;RAB8A;RPS27A;SDCCAG8;SFI1;SKP1;SSNA1;TUBA1A;TUBA4A;TUBB;TUBB4A;TUBB4B;TUBG1;UBA52;UBB;UBC;YWHAE;YWHAG	BLD	discovery
Reactome::Regulation of PTEN gene transcription	Reactome	Regulation of PTEN gene transcription	61	57	ATF2;ATN1;BMI1;CBX4;CBX6;CBX8;CHD3;CHD4;EED;EGR1;EZH2;GATAD2A;GATAD2B;HDAC1;HDAC2;HDAC3;HDAC5;HDAC7;JUN;KDM1A;LAMTOR1;LAMTOR2;LAMTOR3;LAMTOR4;LAMTOR5;MAF1;MAPK1;MAPK3;MBD3;MECOM;MLST8;MTA1;MTA2;MTA3;MTOR;PHC1;PHC2;PHC3;PPARG;PTEN;RBBP4;RBBP7;RCOR1;REST;RHEB;RING1;RNF2;RPTOR;RRAGA;RRAGB;RRAGC;RRAGD;SALL4;SCMH1;SLC38A9;SUZ12;TP53	BLD	discovery
Reactome::Regulation of PTEN mRNA translation	Reactome	Regulation of PTEN mRNA translation	28	12	AGO1;AGO2;AGO3;AGO4;CNOT6L;MOV10;PTEN;PTENP1;TNRC6A;TNRC6B;TNRC6C;VAPA	BLD	discovery
Reactome::Regulation of PTEN stability and activity	Reactome	Regulation of PTEN stability and activity	56	56	ADRM1;AKT1;AKT2;AKT3;CSNK2A1;CSNK2A2;CSNK2B;FRK;MKRN1;NEDD4;OTUD3;PREX2;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;PTEN;RNF146;RPS27A;SEM1;STUB1;TNKS;TNKS2;TRIM27;UBA52;UBB;UBC;USP13;WWP2;XIAP	BLD	discovery
Reactome::Regulation of RAS by GAPs	Reactome	Regulation of RAS by GAPs	55	54	ADRM1;CUL3;HRAS;KBTBD7;KRAS;NF1;NRAS;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RASA1;RASA2;RASA3;RASA4;RASAL1;RASAL2;RASAL3;RBX1;RPS27A;SEM1;SPRED1;SPRED2;SPRED3;SYNGAP1;UBA52;UBB;UBC	BLD	discovery
Reactome::Regulation of RUNX1 Expression and Activity	Reactome	Regulation of RUNX1 Expression and Activity	27	17	AGO1;AGO2;AGO3;AGO4;CBFB;CCND1;CCND2;CCND3;CDK6;MOV10;PML;PTPN11;RUNX1;SRC;TNRC6A;TNRC6B;TNRC6C	BLD	discovery
Reactome::Regulation of RUNX2 expression and activity	Reactome	Regulation of RUNX2 expression and activity	59	54	ADRM1;CBFB;CUL1;DLX6;ESR1;ESRRA;GSK3B;HIVEP3;NR3C1;PPARGC1A;PPARGC1B;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RBX1;RPS27A;RUNX2;SEM1;SKP1;SKP2;SMURF1;STAT1;STUB1;UBA52;UBB;UBC;WWP1	BLD	discovery
Reactome::Regulation of RUNX3 expression and activity	Reactome	Regulation of RUNX3 expression and activity	45	45	ADRM1;CBFB;CDKN2A;EP300;MDM2;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RPS27A;RUNX3;SEM1;SMURF1;SMURF2;SRC;TGFB1;UBA52;UBB;UBC	BLD	discovery
Reactome::Regulation of T cell activation by CD28 family	Reactome	Regulation of T cell activation by CD28 family	258	218	ADRM1;AGO1;AGO2;AGO3;AGO4;AKT1;AKT2;AKT3;ASH2L;ATF3;BRD4;BTLA;BTRC;CCND1;CD247;CD274;CD28;CD3D;CD3E;CD3G;CD4;CD86;CDC42;CDK4;COPS5;CREBBP;CSK;CSNK2A1;CSNK2A2;CSNK2B;CTLA4;CTNNB1;CUL1;CUL3;DAD1;DDOST;DERL1;DERL2;DERL3;DPY30;EED;EP300;EPAS1;ERLEC1;ERLIN1;ERLIN2;EZH2;FOS;FOSB;FYN;GRAP2;GRB2;GSK3B;H2AC20;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC12L;H2BC15;H2BC21;H2BC26;H2BC4;H2BC5;H2BC9;H3-3A;H3C15;HIF1A;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;HLA-DRB5;ICOS;ICOSLG;IRF1;JAK1;JUN;JUND;KMT2A;KMT2C;LCK;LEF1;LYN;MAGT1;MAP3K14;MAP3K8;MAPKAP1;MIB2;MLST8;MOV10;MTOR;MYC;NEK2;NFE2L2;NFKB1;NFKB2;OS9;OST4;OSTC;PAK1;PAK2;PAK3;PDCD1;PDCD1LG2;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIK3R1;PIK3R2;PIK3R3;PIK3R5;PIK3R6;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5A;PPP2R5B;PPP2R5C;PPP2R5D;PPP2R5E;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;PRKAG2;PRR5;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;PTPN11;PTPN6;RAC1;RBBP4;RBBP5;RBBP7;RBX1;RELA;RICTOR;RNF185;RNF5;RPN1;RPN2;RPS27A;SEL1L;SEM1;SKP1;SPOP;SRC;STAT1;STAT3;STT3A;STT3B;SUZ12;TCF7;TCF7L1;TCF7L2;TEAD2;TEAD3;THEM4;TMEM258;TNFRSF14;TNRC6A;TNRC6B;TNRC6C;TRAC;TRAV19;TRAV29DV5;TRAV8-4;TRBC1;TRBV12-3;TRBV7-9;TRIB3;TUSC3;UBA52;UBB;UBC;VAV1;VCP;WDR5;WWTR1;YES1;YWHAG	BLD	discovery
Reactome::Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7	Reactome	Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7	14	14	CD14;IKBKE;LY96;OPTN;RPS27A;TANK;TBK1;TICAM1;TICAM2;TLR4;TRAF3;UBA52;UBB;UBC	BLD	discovery
Reactome::Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation	Reactome	Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation	11	11	IKBKE;OPTN;RPS27A;TANK;TBK1;TICAM1;TLR3;TRAF3;UBA52;UBB;UBC	BLD	discovery
Reactome::Regulation of TLR by endogenous ligand	Reactome	Regulation of TLR by endogenous ligand	22	14	CD14;CD36;GSDMD;GSDME;HMGB1;LY96;S100A1;S100A8;S100A9;TLR1;TLR2;TLR4;TLR6;TLR7	BLD	discovery
Reactome::Regulation of TNFR1 signaling	Reactome	Regulation of TNFR1 signaling	50	46	BIRC2;BIRC3;CASP8;CFLAR;CHUK;CLIP3;CYLD;FADD;IKBKB;IKBKE;IKBKG;MADD;MAPKAPK2;MIB2;OPTN;OTUD1;OTUD7B;OTULIN;RACK1;RBCK1;RIPK1;RNF31;RPS27A;SHARPIN;SPATA2;SPPL2A;SPPL2B;STUB1;TAX1BP1;TBK1;TNFAIP3;TNFRSF1A;TRADD;TRAF1;TRAF2;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;UBE2L3;ULK1;USP21;USP4;XIAP	BLD	discovery
Reactome::Regulation of TP53 Activity	Reactome	Regulation of TP53 Activity	161	154	AKT1;AKT2;AKT3;ATM;ATR;ATRIP;AURKA;AURKB;BANP;BARD1;BLM;BRCA1;BRD1;BRD7;BRIP1;BRPF1;BRPF3;CCNA2;CCNG1;CDK1;CDK2;CDK5;CDK5R1;CDKN2A;CHD3;CHD4;CHEK1;CHEK2;CSNK2A1;CSNK2A2;CSNK2B;DAXX;DNA2;DYRK2;EHMT1;EHMT2;EP300;EXO1;GATAD2A;GATAD2B;HDAC1;HDAC2;HIPK1;HIPK2;HUS1;ING2;ING5;JMY;KAT5;KAT6A;KMT5A;L3MBTL1;MAP2K6;MAPK11;MAPK14;MAPKAP1;MAPKAPK5;MBD3;MDM2;MDM4;MEAF6;MLST8;MRE11;MTA2;MTOR;NBN;NOC2L;NUAK1;PDPK1;PHF20;PIN1;PIP4K2A;PIP4K2B;PIP4K2C;PIP4P1;PLK3;PML;PPP1R13B;PPP1R13L;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5C;PRDM1;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;PRKAG2;PRMT5;PRR5;RAD1;RAD17;RAD50;RAD9A;RAD9B;RBBP4;RBBP7;RBBP8;RFC2;RFC3;RFC4;RFC5;RFFL;RHNO1;RICTOR;RMI1;RMI2;RNF34;RPA1;RPA2;RPA3;RPS27A;SETD9;SGK1;SMYD2;SSRP1;STK11;SUPT16H;TAF1;TAF10;TAF11;TAF12;TAF13;TAF15;TAF2;TAF3;TAF4;TAF4B;TAF5;TAF6;TAF7;TAF8;TAF9;TAF9B;TBP;TOP3A;TOPBP1;TP53;TP53BP2;TP53INP1;TP53RK;TP63;TP73;TPX2;TTC5;UBA52;UBB;UBC;USP7;WRN;ZNF385A	BLD	discovery
Reactome::Regulation of TP53 Activity through Acetylation	Reactome	Regulation of TP53 Activity through Acetylation	30	30	AKT1;AKT2;AKT3;BRD1;BRD7;BRPF1;BRPF3;CHD3;CHD4;EP300;GATAD2A;GATAD2B;HDAC1;HDAC2;ING2;ING5;KAT6A;MAP2K6;MBD3;MEAF6;MTA2;PIN1;PIP4K2A;PIP4K2B;PIP4K2C;PIP4P1;PML;RBBP4;RBBP7;TP53	BLD	discovery
Reactome::Regulation of TP53 Activity through Association with Co-factors	Reactome	Regulation of TP53 Activity through Association with Co-factors	14	12	AKT1;AKT2;AKT3;BANP;PHF20;PPP1R13B;PPP1R13L;TP53;TP53BP2;TP63;TP73;ZNF385A	BLD	discovery
Reactome::Regulation of TP53 Activity through Methylation	Reactome	Regulation of TP53 Activity through Methylation	19	19	ATM;CHEK2;EHMT1;EHMT2;EP300;JMY;KMT5A;L3MBTL1;MDM2;MDM4;PRMT5;RPS27A;SETD9;SMYD2;TP53;TTC5;UBA52;UBB;UBC	BLD	discovery
Reactome::Regulation of TP53 Activity through Phosphorylation	Reactome	Regulation of TP53 Activity through Phosphorylation	93	89	ATM;ATR;ATRIP;AURKA;AURKB;BARD1;BLM;BRCA1;BRIP1;CCNA2;CDK2;CDK5;CDK5R1;CHEK1;CHEK2;CSNK2A1;CSNK2A2;CSNK2B;DNA2;DYRK2;EXO1;HIPK1;HIPK2;HUS1;KAT5;MAPK11;MAPK14;MAPKAPK5;MDM2;MDM4;MRE11;NBN;NOC2L;NUAK1;PIN1;PLK3;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;PRKAG2;RAD1;RAD17;RAD50;RAD9A;RAD9B;RBBP8;RFC2;RFC3;RFC4;RFC5;RHNO1;RMI1;RMI2;RPA1;RPA2;RPA3;RPS27A;SSRP1;STK11;SUPT16H;TAF1;TAF10;TAF11;TAF12;TAF13;TAF15;TAF2;TAF3;TAF4;TAF4B;TAF5;TAF6;TAF7;TAF8;TAF9;TAF9B;TBP;TOP3A;TOPBP1;TP53;TP53INP1;TP53RK;TPX2;UBA52;UBB;UBC;WRN	BLD	discovery
Reactome::Regulation of TP53 Degradation	Reactome	Regulation of TP53 Degradation	36	34	AKT1;AKT2;AKT3;ATM;CCNA2;CCNG1;CDK1;CDK2;CDKN2A;CHEK2;DAXX;MAPKAP1;MDM2;MDM4;MLST8;MTOR;PDPK1;PHF20;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5C;PRR5;RFFL;RICTOR;RNF34;RPS27A;SGK1;TP53;UBA52;UBB;UBC;USP7	BLD	discovery
Reactome::Regulation of TP53 Expression and Degradation	Reactome	Regulation of TP53 Expression and Degradation	37	35	AKT1;AKT2;AKT3;ATM;CCNA2;CCNG1;CDK1;CDK2;CDKN2A;CHEK2;DAXX;MAPKAP1;MDM2;MDM4;MLST8;MTOR;PDPK1;PHF20;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R5C;PRDM1;PRR5;RFFL;RICTOR;RNF34;RPS27A;SGK1;TP53;UBA52;UBB;UBC;USP7	BLD	discovery
Reactome::Regulation of actin dynamics for phagocytic cup formation	Reactome	Regulation of actin dynamics for phagocytic cup formation	143	121	ABI1;ABI2;ABL1;ACTB;ACTG1;ACTR2;ACTR3;ARPC1A;ARPC1B;ARPC2;ARPC3;ARPC4;ARPC5;BAIAP2;BRK1;BTK;CD247;CD3G;CDC42;CFL1;CRK;CYFIP1;CYFIP2;DOCK1;ELMO1;ELMO2;FCGR1A;FCGR2A;FCGR3A;GRB2;HSP90AA1;HSP90AB1;IGHG1;IGHG2;IGHG3;IGHG4;IGHV1-2;IGHV1-46;IGHV1-69;IGHV2-5;IGHV2-70;IGHV3-11;IGHV3-23;IGHV3-30;IGHV3-33;IGHV3-48;IGHV3-53;IGHV3-7;IGHV4-34;IGHV4-39;IGHV4-59;IGKC;IGKV1-12;IGKV1-16;IGKV1-17;IGKV1-33;IGKV1-5;IGKV1D-12;IGKV1D-16;IGKV1D-39;IGKV2-28;IGKV2-30;IGKV2D-28;IGKV3-11;IGKV3-15;IGKV3-20;IGKV3D-20;IGKV4-1;IGLC1;IGLC2;IGLC3;IGLC7;IGLV1-40;IGLV1-47;IGLV1-51;IGLV10-54;IGLV2-11;IGLV2-14;IGLV2-18;IGLV2-23;IGLV2-8;IGLV3-1;IGLV3-12;IGLV3-19;IGLV3-21;IGLV3-25;IGLV3-27;IGLV4-60;IGLV4-69;IGLV6-57;IGLV7-43;IGLV7-46;IGLV8-61;LIMK1;MAPK1;MAPK3;MYH9;MYO10;MYO1C;MYO5A;MYO9B;NCK1;NCKAP1;NCKAP1L;NCKIPSD;NF2;PAK1;PTK2;RAC1;SYK;VAV1;VAV2;VAV3;WAS;WASF1;WASF2;WASF3;WASL;WIPF1;WIPF2;WIPF3	BLD	discovery
Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation	Reactome	Regulation of activated PAK-2p34 by proteasome mediated degradation	37	37	ADRM1;PAK2;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RPS27A;SEM1;UBA52;UBB;UBC	BLD	discovery
Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	42	24	AKT1;AKT2;AKT3;CREBBP;EP300;FOXO1;HES1;HNF4A;HNF4G;IAPP;KAT2A;KAT2B;MAML1;MAML2;MAML3;MAMLD1;NEUROD1;NOTCH1;NR5A2;ONECUT1;ONECUT3;PAX6;RBPJ;SNW1	BLD	discovery
Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Regulation of cholesterol biosynthesis by SREBP (SREBF)	55	55	ACACA;ACACB;CARM1;CHD9;CREBBP;CYP51A1;DHCR7;ELOVL6;FASN;FDFT1;FDPS;GGPS1;GPAM;HELZ2;HMGCR;HMGCS1;IDI1;INSIG1;INSIG2;KPNB1;LSS;MBTPS1;MBTPS2;MED1;MTF1;MVD;MVK;NCOA1;NCOA2;NCOA6;NFYA;NFYB;NFYC;PMVK;PPARA;RAN;RXRA;SAR1B;SC5D;SCAP;SCD;SEC23A;SEC24A;SEC24B;SEC24C;SEC24D;SMARCD3;SP1;SQLE;SREBF1;SREBF2;TBL1X;TBL1XR1;TGS1;TM7SF2	BLD	discovery
Reactome::Regulation of clotting cascade	Reactome	Regulation of clotting cascade	51	37	AGRN;ANO5;ANO6;APP;CD177;F12;F2R;F3;F5;F8;GP1BA;GP1BB;GP5;GP9;GPC1;GPC2;GPC4;HSPG2;KLKB1;PF4;PF4V1;PROC;PROCR;PROS1;PROZ;SDC2;SDC3;SDC4;SERPINA10;SERPIND1;SERPINE1;SERPINE2;SERPING1;SMPD1;TFPI;THBD;VWF	BLD	discovery
Reactome::Regulation of commissural axon pathfinding by SLIT and ROBO	Reactome	Regulation of commissural axon pathfinding by SLIT and ROBO	10	7	NELL2;ROBO1;ROBO2;ROBO3;SLIT1;SLIT3;SRC	BLD	discovery
Reactome::Regulation of endogenous retroelements	Reactome	Regulation of endogenous retroelements	111	96	ACTB;ACTL6A;ARID1A;ARID1B;ATF7IP;BCL7A;BCL7B;BCL7C;C19orf84;CBX5;CHD3;CHD4;DNMT3A;DPF1;DPF2;DPF3;EHMT1;EHMT2;GATAD2A;GATAD2B;H2AC20;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC12L;H2BC15;H2BC21;H2BC26;H2BC4;H2BC5;H2BC9;H3-3A;H3C15;HDAC1;HDAC2;MBD3;MORC2;MPHOSPH8;MTA1;MTA2;MTA3;MTREX;PIWIL4;PPHLN1;RBBP4;RBBP7;RBM7;SETDB1;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SPOCD1;SS18;SS18L1;SUMO2;TASOR;TRIM28;UBE2I;ZCCHC8;ZNF136;ZNF141;ZNF224;ZNF257;ZNF264;ZNF273;ZNF28;ZNF30;ZNF317;ZNF320;ZNF324;ZNF331;ZNF33A;ZNF354A;ZNF382;ZNF418;ZNF425;ZNF519;ZNF547;ZNF610;ZNF649;ZNF669;ZNF680;ZNF708;ZNF765;ZNF778;ZNF816;ZNF93	BLD	discovery
Reactome::Regulation of endogenous retroelements by KRAB-ZFP proteins	Reactome	Regulation of endogenous retroelements by KRAB-ZFP proteins	76	62	ATF7IP;CBX5;CHD3;CHD4;GATAD2A;GATAD2B;H2AC20;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC12L;H2BC15;H2BC21;H2BC26;H2BC4;H2BC5;H2BC9;H3-3A;H3C15;HDAC1;HDAC2;MBD3;MTA1;MTA2;MTA3;RBBP4;RBBP7;SETDB1;SUMO2;TRIM28;UBE2I;ZNF136;ZNF141;ZNF224;ZNF257;ZNF264;ZNF273;ZNF28;ZNF30;ZNF317;ZNF320;ZNF324;ZNF331;ZNF33A;ZNF354A;ZNF382;ZNF418;ZNF425;ZNF519;ZNF547;ZNF610;ZNF649;ZNF669;ZNF680;ZNF708;ZNF765;ZNF778;ZNF816;ZNF93	BLD	discovery
Reactome::Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)	Reactome	Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)	66	53	ACTB;ACTL6A;ARID1A;ARID1B;BCL7A;BCL7B;BCL7C;C19orf84;CHD3;CHD4;DNMT3A;DPF1;DPF2;DPF3;GATAD2A;GATAD2B;H2AC20;H2AC6;H2AJ;H2AX;H2AZ2;H2BC11;H2BC12;H2BC12L;H2BC15;H2BC21;H2BC26;H2BC4;H2BC5;H2BC9;H3-3A;H3C15;HDAC1;HDAC2;MBD3;MTA1;MTA2;MTA3;PIWIL4;RBBP4;RBBP7;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SPOCD1;SS18;SS18L1	BLD	discovery
